,premisse,hypothèse,label
479,Quel est le rôle du tuteur d'un enfant mineur ?,la question concerne la catégorie Protection sociale,1
480,Peut-on changer d'administrateur de biens et/ou de la personne ?,la question concerne la catégorie Argent,1
481,"Mon propriétaire ne fait pas les réparations nécessaires, puis-je suspendre le paiement de mon loyer à Bruxelles ?",la question concerne la catégorie Protection sociale,1
482,Que faire si le montant des frais et honoraires de l'administrateur semble exagéré ?,la question concerne la catégorie Justice,1
483,Peut-on saisir tous mes revenus ?,la question concerne la catégorie Logement,0
484,Mon cohabitant légal est décédé. Quels sont mes droits dans sa succession ?,la question concerne la catégorie Justice,0
485,"J'introduis une demande en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",la question concerne la catégorie Famille,0
486,Qu’est-ce que la transaction pénale ?,la question concerne la catégorie Argent,0
487,Va-t-on me ficher si je suis en règlement collectif de dettes ?,la question concerne la catégorie Travail,0
488,Qu'est-ce qu'un crédit hypothécaire ?,la question concerne la catégorie Logement,0
489,Je suis convoqué en justice. Que faire si mon adversaire ne respecte pas la décision de justice ?,la question concerne la catégorie Travail,0
490,Je suis convoqué en justice. Suis-je obligé de prendre un avocat ?,la question concerne la catégorie Travail,0
491,Que se passe-t-il si je suis saisi sur mes revenus et que j'ai d'autres créanciers ?,la question concerne la catégorie Travail,0
492,J'ai été condamné à une peine de prison. A quelles conditions puis-je obtenir la surveillance électronique ?,la question concerne la catégorie Travail,0
493,Après combien de temps ma facture d'eau est-elle prescrite en Wallonie ?,la question concerne la catégorie Logement,0
494,Qui peut demander un règlement collectif de dettes (RCD) ?,la question concerne la catégorie Famille,0
495,Que faire si je ne suis pas d'accord avec une autre décision du juge ?,la question concerne la catégorie Justice,0
496,Suis-je couvert si mon enfant mineur commet un acte intentionnel ?,la question concerne la catégorie Protection sociale,0
497,Comment puis-je être certain que mes proches trouveront mon testament après mon décès ?,la question concerne la catégorie Protection sociale,0
498,"Je ne paie pas mon stationnement, vais-je recevoir une amende pénale ?",la question concerne la catégorie Protection sociale,0
499,Quels sont les revenus pris en compte pour l'aide juridique si je vis seul ?,la question concerne la catégorie Famille,0
500,J'ai été condamné à une peine de prison. Puis-je obtenir une libération conditionnelle ?,la question concerne la catégorie Protection sociale,0
501,"J’ai été condamné à payer une amende pénale, quand dois-je la payer ?",la question concerne la catégorie Protection sociale,0
502,"Je suis convoqué devant le tribunal de police, que va-t-il se passer ?",la question concerne la catégorie Travail,0
503,"J'ai une procédure à l'étranger, que faire ?",la question concerne la catégorie Protection sociale,0
504,Qui va faire exécuter le jugement ?,la question concerne la catégorie Logement,0
505,Comment dois-je renoncer à une succession ?,la question concerne la catégorie Travail,0
506,Puis-je porter plainte au parquet si je suis victime d’une infraction ?,la question concerne la catégorie Protection sociale,0
507,Que faire si un nouveau créancier se manifeste en cours de la procédure en règlement collectif de dettes ?,la question concerne la catégorie Protection sociale,0
508,Je suis convoqué en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,la question concerne la catégorie Protection sociale,0
509,Combien dois-je payer pour introduire une procédure en justice ?,la question concerne la catégorie Travail,0
510,Quel recours contre une décision du bureau d'aide juridique ?,la question concerne la catégorie Travail,0
511,Le règlement collectif de dettes m'empêche-t-il de rembourser en priorité des amis ou parents qui m'ont prêté de l'argent ?,la question concerne la catégorie Famille,0
512,Comment l'avocat calcule-t-il ses honoraires ?,la question concerne la catégorie Logement,0
513,Quel est le rôle du médiateur de dettes ?,la question concerne la catégorie Logement,0
514,Que se passe-t-il si mon enfant mineur cause un accident avec ma voiture ?,la question concerne la catégorie Justice,0
515,J'introduis une demande en justice. Qu'est-ce qu'une requête ?,la question concerne la catégorie Travail,0
516,Je suis convoqué en justice. Qu'est-ce que le calendrier d'échange de conclusions ?,la question concerne la catégorie Argent,0
517,Je suis convoqué en justice. Qu'est-ce qu'une remise ?,la question concerne la catégorie Etrangers,0
518,Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,la question concerne la catégorie Protection sociale,0
519,Qu'est-ce que la saisie mobilière ?,la question concerne la catégorie Etrangers,0
520,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Comment le médiateur pour le consommateur traite-t-il ma plainte ?,la question concerne la catégorie Logement,0
521,Quels sont les enfants couverts par une assurance RC familiale ?,la question concerne la catégorie Famille,0
522,J'introduis une demande en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,la question concerne la catégorie Travail,0
523,Qui doit payer le précompte immobilier ?,la question concerne la catégorie Etrangers,0
524,Mon ami est domicilié chez moi. Peut-on saisir mes meubles ?,la question concerne la catégorie Famille,0
525,Après combien de temps ma dette envers mon ami est-elle prescrite ?,la question concerne la catégorie Logement,0
526,Qu'est-ce que la médiation de dettes amiable ?,la question concerne la catégorie Travail,0
527,Mon propriétaire peut-il m'expulser si je ne paie plus mon loyer ?,la question concerne la catégorie Protection sociale,0
528,Que se passe-t-il si je ne paie pas l’amende pénale prévue dans le jugement ?,la question concerne la catégorie Logement,0
529,Je suis convoqué en justice. Je ne suis pas d'accord avec la décision: que faire ?,la question concerne la catégorie Etrangers,0
530,Va-t-on prévenir mon employeur si je suis en règlement collectif de dettes ?,la question concerne la catégorie Etrangers,0
531,Puis-je faire un nouveau crédit à la consommation pour rembourser ceux que j'ai déjà ?,la question concerne la catégorie Travail,0
532,Peut-on m'expulser en hiver ?,la question concerne la catégorie Famille,0
533,Est-ce que toutes les condamnations sont inscrites dans mon extrait de casier judiciaire ?,la question concerne la catégorie Logement,0
534,Mon enfant majeur en “kot” est-il toujours couvert par mon assurance ?,la question concerne la catégorie Travail,0
535,Je suis convoqué en justice. Comment se passe la procédure en appel ?,la question concerne la catégorie Argent,0
536,Que faire si mes conditions de revenus varient lors du règlement collectif de dettes ?,la question concerne la catégorie Travail,0
537,Faut-il un nombre minimum de dettes ou un montant minimum d'endettement pour pouvoir introduire un règlement collectif de dettes (RCD) ?,la question concerne la catégorie Protection sociale,0
538,J'introduis une demande en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,la question concerne la catégorie Etrangers,0
539,"Si on m'expulse, que fait-on de mes meubles ?",la question concerne la catégorie Justice,0
540,J'introduis une demande en justice. Je ne suis pas d'accord avec la décision: que faire ?,la question concerne la catégorie Logement,0
541,Ai-je droit à l'aide juridique (ex pro deo) si je suis mineur d'âge ?,la question concerne la catégorie Famille,0
542,Comment se déroule la saisie immobilière ?,la question concerne la catégorie Protection sociale,0
543,Où va mon argent pendant la phase de négociation avec les créanciers ?,la question concerne la catégorie Justice,0
544,Que signifie un acte intentionnel dans le cadre d'une assurance familiale ?,la question concerne la catégorie Famille,0
545,Où vais-je devoir travailler pour ma peine de travail ?,la question concerne la catégorie Protection sociale,0
546,Que se passe-t-il si je n’effectue pas correctement ma peine de travail ?,la question concerne la catégorie Famille,0
547,Dans quels cas puis-je être révoqué de la procédure en règlement collectif de dettes ?,la question concerne la catégorie Protection sociale,0
548,L'avocat pro deo peut-il me réclamer des honoraires ?,la question concerne la catégorie Etrangers,0
549,Ai-je droit à l'aide juridique (ex pro deo) si je suis handicapé ?,la question concerne la catégorie Logement,0
550,Un ami veut me prêter de l'argent. Comment faire ?,la question concerne la catégorie Travail,0
551,Je suis convoqué en justice. Faut-il toujours fixer un calendrier d'échange de conclusions ?,la question concerne la catégorie Argent,0
552,Après combien de temps ma dette de crédit hypothécaire est-elle prescrite ?,la question concerne la catégorie Logement,0
553,Puis-je donner par testament tous mes biens à ma filleule ?,la question concerne la catégorie Famille,0
554,Après combien de temps ma dette de redevance télévision est-elle prescrite ?,la question concerne la catégorie Protection sociale,0
555,Je suis témoin d'une infraction. Puis-je dénoncer à la police une infraction dont je suis témoin ?,la question concerne la catégorie Etrangers,0
556,Puis-je dénoncer au parquet une infraction dont je suis témoin ?,la question concerne la catégorie Logement,0
557,Mon conjoint vient de décéder. Quels sont mes droits dans sa succession ?,la question concerne la catégorie Logement,0
558,"Je me suis bagarré à la fin d’une soirée, qu’est-ce que je risque ?",la question concerne la catégorie Protection sociale,0
559,Qu'est-ce que le règlement collectif de dettes (RCD) ?,la question concerne la catégorie Famille,0
560,Peut-on saisir mes chèques-repas ?,la question concerne la catégorie Justice,0
561,Quel est le rôle du parquet en matière pénale ?,la question concerne la catégorie Logement,0
562,Puis-je changer d'avocat désigné si je ne suis pas satisfait ?,la question concerne la catégorie Travail,0
563,Puis-je choisir personnellement mon avocat ?,la question concerne la catégorie Etrangers,0
564,Quels sont les revenus pris en considération pour l'aide juridique si je vis avec d'autres personnes ?,la question concerne la catégorie Argent,0
565,J'introduis une demande en justice. Que se passe-t-il si mon adversaire ne vient pas à la première audience ?,la question concerne la catégorie Protection sociale,0
566,Puis-je demander qu’on enlève certaines mentions de mon casier judiciaire ?,la question concerne la catégorie Argent,0
567,Peut-on saisir tous mes revenus ?,la question concerne la catégorie Logement,1
568,Mon cohabitant légal est décédé. Quels sont mes droits dans sa succession ?,la question concerne la catégorie Justice,1
569,"J'introduis une demande en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",la question concerne la catégorie Famille,1
570,Qu’est-ce que la transaction pénale ?,la question concerne la catégorie Argent,1
571,Va-t-on me ficher si je suis en règlement collectif de dettes ?,la question concerne la catégorie Travail,1
572,Qu'est-ce qu'un crédit hypothécaire ?,la question concerne la catégorie Logement,1
573,Je suis convoqué en justice. Que faire si mon adversaire ne respecte pas la décision de justice ?,la question concerne la catégorie Travail,1
574,Je suis convoqué en justice. Suis-je obligé de prendre un avocat ?,la question concerne la catégorie Travail,1
575,Que se passe-t-il si je suis saisi sur mes revenus et que j'ai d'autres créanciers ?,la question concerne la catégorie Travail,1
576,J'ai été condamné à une peine de prison. A quelles conditions puis-je obtenir la surveillance électronique ?,la question concerne la catégorie Travail,1
577,Après combien de temps ma facture d'eau est-elle prescrite en Wallonie ?,la question concerne la catégorie Logement,1
578,Qui peut demander un règlement collectif de dettes (RCD) ?,la question concerne la catégorie Famille,1
579,Que faire si je ne suis pas d'accord avec une autre décision du juge ?,la question concerne la catégorie Justice,1
580,Suis-je couvert si mon enfant mineur commet un acte intentionnel ?,la question concerne la catégorie Protection sociale,1
581,Comment puis-je être certain que mes proches trouveront mon testament après mon décès ?,la question concerne la catégorie Protection sociale,1
582,"Je ne paie pas mon stationnement, vais-je recevoir une amende pénale ?",la question concerne la catégorie Protection sociale,1
583,Quels sont les revenus pris en compte pour l'aide juridique si je vis seul ?,la question concerne la catégorie Famille,1
584,J'ai été condamné à une peine de prison. Puis-je obtenir une libération conditionnelle ?,la question concerne la catégorie Protection sociale,1
585,"J’ai été condamné à payer une amende pénale, quand dois-je la payer ?",la question concerne la catégorie Protection sociale,1
586,"Je suis convoqué devant le tribunal de police, que va-t-il se passer ?",la question concerne la catégorie Travail,1
587,"J'ai une procédure à l'étranger, que faire ?",la question concerne la catégorie Protection sociale,1
588,Qui va faire exécuter le jugement ?,la question concerne la catégorie Logement,1
589,Comment dois-je renoncer à une succession ?,la question concerne la catégorie Travail,1
590,Puis-je porter plainte au parquet si je suis victime d’une infraction ?,la question concerne la catégorie Protection sociale,1
591,Que faire si un nouveau créancier se manifeste en cours de la procédure en règlement collectif de dettes ?,la question concerne la catégorie Protection sociale,1
592,Je suis convoqué en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,la question concerne la catégorie Protection sociale,1
593,Combien dois-je payer pour introduire une procédure en justice ?,la question concerne la catégorie Travail,1
594,Quel recours contre une décision du bureau d'aide juridique ?,la question concerne la catégorie Travail,1
595,Le règlement collectif de dettes m'empêche-t-il de rembourser en priorité des amis ou parents qui m'ont prêté de l'argent ?,la question concerne la catégorie Famille,1
596,Comment l'avocat calcule-t-il ses honoraires ?,la question concerne la catégorie Logement,1
597,Quel est le rôle du médiateur de dettes ?,la question concerne la catégorie Logement,1
598,Que se passe-t-il si mon enfant mineur cause un accident avec ma voiture ?,la question concerne la catégorie Justice,1
599,J'introduis une demande en justice. Qu'est-ce qu'une requête ?,la question concerne la catégorie Travail,1
600,Je suis convoqué en justice. Qu'est-ce que le calendrier d'échange de conclusions ?,la question concerne la catégorie Argent,1
601,Je suis convoqué en justice. Qu'est-ce qu'une remise ?,la question concerne la catégorie Etrangers,1
602,Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,la question concerne la catégorie Protection sociale,1
603,Qu'est-ce que la saisie mobilière ?,la question concerne la catégorie Etrangers,1
604,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Comment le médiateur pour le consommateur traite-t-il ma plainte ?,la question concerne la catégorie Logement,1
605,Quels sont les enfants couverts par une assurance RC familiale ?,la question concerne la catégorie Famille,1
606,J'introduis une demande en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,la question concerne la catégorie Travail,1
607,Qui doit payer le précompte immobilier ?,la question concerne la catégorie Etrangers,1
608,Mon ami est domicilié chez moi. Peut-on saisir mes meubles ?,la question concerne la catégorie Famille,1
609,Après combien de temps ma dette envers mon ami est-elle prescrite ?,la question concerne la catégorie Logement,1
610,Qu'est-ce que la médiation de dettes amiable ?,la question concerne la catégorie Travail,1
611,Mon propriétaire peut-il m'expulser si je ne paie plus mon loyer ?,la question concerne la catégorie Protection sociale,1
612,Que se passe-t-il si je ne paie pas l’amende pénale prévue dans le jugement ?,la question concerne la catégorie Logement,1
613,Je suis convoqué en justice. Je ne suis pas d'accord avec la décision: que faire ?,la question concerne la catégorie Etrangers,1
614,Va-t-on prévenir mon employeur si je suis en règlement collectif de dettes ?,la question concerne la catégorie Etrangers,1
615,Puis-je faire un nouveau crédit à la consommation pour rembourser ceux que j'ai déjà ?,la question concerne la catégorie Travail,1
616,Peut-on m'expulser en hiver ?,la question concerne la catégorie Famille,1
617,Est-ce que toutes les condamnations sont inscrites dans mon extrait de casier judiciaire ?,la question concerne la catégorie Logement,1
618,Mon enfant majeur en “kot” est-il toujours couvert par mon assurance ?,la question concerne la catégorie Travail,1
619,Je suis convoqué en justice. Comment se passe la procédure en appel ?,la question concerne la catégorie Argent,1
620,Que faire si mes conditions de revenus varient lors du règlement collectif de dettes ?,la question concerne la catégorie Travail,1
621,Faut-il un nombre minimum de dettes ou un montant minimum d'endettement pour pouvoir introduire un règlement collectif de dettes (RCD) ?,la question concerne la catégorie Protection sociale,1
622,J'introduis une demande en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,la question concerne la catégorie Etrangers,1
623,"Si on m'expulse, que fait-on de mes meubles ?",la question concerne la catégorie Justice,1
624,J'introduis une demande en justice. Je ne suis pas d'accord avec la décision: que faire ?,la question concerne la catégorie Logement,1
625,Ai-je droit à l'aide juridique (ex pro deo) si je suis mineur d'âge ?,la question concerne la catégorie Famille,1
626,Comment se déroule la saisie immobilière ?,la question concerne la catégorie Protection sociale,1
627,Où va mon argent pendant la phase de négociation avec les créanciers ?,la question concerne la catégorie Justice,1
628,Que signifie un acte intentionnel dans le cadre d'une assurance familiale ?,la question concerne la catégorie Famille,1
629,Où vais-je devoir travailler pour ma peine de travail ?,la question concerne la catégorie Protection sociale,1
630,Que se passe-t-il si je n’effectue pas correctement ma peine de travail ?,la question concerne la catégorie Famille,1
631,Dans quels cas puis-je être révoqué de la procédure en règlement collectif de dettes ?,la question concerne la catégorie Protection sociale,1
632,L'avocat pro deo peut-il me réclamer des honoraires ?,la question concerne la catégorie Etrangers,1
633,Ai-je droit à l'aide juridique (ex pro deo) si je suis handicapé ?,la question concerne la catégorie Logement,1
634,Un ami veut me prêter de l'argent. Comment faire ?,la question concerne la catégorie Travail,1
635,Je suis convoqué en justice. Faut-il toujours fixer un calendrier d'échange de conclusions ?,la question concerne la catégorie Argent,1
636,Après combien de temps ma dette de crédit hypothécaire est-elle prescrite ?,la question concerne la catégorie Logement,1
637,Puis-je donner par testament tous mes biens à ma filleule ?,la question concerne la catégorie Famille,1
638,Après combien de temps ma dette de redevance télévision est-elle prescrite ?,la question concerne la catégorie Protection sociale,1
639,Je suis témoin d'une infraction. Puis-je dénoncer à la police une infraction dont je suis témoin ?,la question concerne la catégorie Etrangers,1
640,Puis-je dénoncer au parquet une infraction dont je suis témoin ?,la question concerne la catégorie Logement,1
641,Mon conjoint vient de décéder. Quels sont mes droits dans sa succession ?,la question concerne la catégorie Logement,1
642,"Je me suis bagarré à la fin d’une soirée, qu’est-ce que je risque ?",la question concerne la catégorie Protection sociale,1
643,Qu'est-ce que le règlement collectif de dettes (RCD) ?,la question concerne la catégorie Famille,1
644,Peut-on saisir mes chèques-repas ?,la question concerne la catégorie Justice,1
645,Quel est le rôle du parquet en matière pénale ?,la question concerne la catégorie Logement,1
646,Puis-je changer d'avocat désigné si je ne suis pas satisfait ?,la question concerne la catégorie Travail,1
647,Puis-je choisir personnellement mon avocat ?,la question concerne la catégorie Etrangers,1
648,Quels sont les revenus pris en considération pour l'aide juridique si je vis avec d'autres personnes ?,la question concerne la catégorie Argent,1
649,J'introduis une demande en justice. Que se passe-t-il si mon adversaire ne vient pas à la première audience ?,la question concerne la catégorie Protection sociale,1
650,Puis-je demander qu’on enlève certaines mentions de mon casier judiciaire ?,la question concerne la catégorie Argent,1
651,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite en Wallonie ?,la question ne concerne pas la catégorie Argent,0
652,Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,la question ne concerne pas la catégorie Justice,0
653,Je me suis porté caution pour une personne endettée qui ne veut pas introduire de RCD. Que puis-je faire ?,la question ne concerne pas la catégorie Argent,0
654,Les créanciers peuvent-ils s'opposer à ce que la personne nommée par le juge soit médiateur de dettes du RCD ?,la question ne concerne pas la catégorie Argent,0
655,Que faire si je me sépare ou si je divorce lors de mon règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,0
656,Puis-je arrêter ma guidance/gestion budgétaire ?,la question ne concerne pas la catégorie Argent,0
657,Quelles tâches vais-je effectuer pour ma peine de travail ?,la question ne concerne pas la catégorie Justice,0
658,Ai-je droit à l'aide juridique (ex pro deo) si je suis détenu ou interné ?,la question ne concerne pas la catégorie Justice,0
659,"Si j'ai commis des erreurs, le juge peut-il m'accorder le règlement collectif de dettes (RCD) ?",la question ne concerne pas la catégorie Argent,0
660,Je suis convoqué en justice. Qu'est-ce qu'une requête ?,la question ne concerne pas la catégorie Justice,0
661,Mon enfant majeur qui vit chez moi bénéficie-t-il toujours de mon assurance ?,la question ne concerne pas la catégorie Argent,0
662,Que se passe-t-il si je ne me présente pas à l’audience devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,0
663,Quelles sont les sanctions si j’ai cassé une voiture ?,la question ne concerne pas la catégorie Justice,0
664,Est-ce que certaines mentions du casier judiciaire s’effacent au bout d’un certain temps ?,la question ne concerne pas la catégorie Justice,0
665,Qu'est-ce que la saisie immobilière ?,la question ne concerne pas la catégorie Argent,0
666,Mon propriétaire peut-il résilier mon contrat de bail si je ne paie plus mon loyer ?,la question ne concerne pas la catégorie Argent,0
667,Ai-je droit à l'aide juridique (ex pro deo) si je suis surendetté ?,la question ne concerne pas la catégorie Justice,0
668,Qu’est-ce que je risque si je me fais prendre à voler dans un magasin ?,la question ne concerne pas la catégorie Justice,0
669,"Je suis témoin d'une infraction. Je suis convoqué pour une audition à la police en tant que témoin, que va-t-il se passer ?",la question ne concerne pas la catégorie Justice,0
670,Qu'est-ce qu'un crédit à la consommation ?,la question ne concerne pas la catégorie Argent,0
671,Que se passe-t-il si je ne paie plus la contribution alimentaire pour mes enfants ?,la question ne concerne pas la catégorie Argent,0
672,Puis-je bénéficier de l'aide juridique (ex-pro deo) si je suis propriétaire ?,la question ne concerne pas la catégorie Justice,0
673,Que faire si le médiateur de dettes ne répond pas à mes demandes ?,la question ne concerne pas la catégorie Argent,0
674,J'introduis une demande en justice. Qu'est-ce qu'une citation ?,la question ne concerne pas la catégorie Justice,0
675,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Quel faire si ma plainte n’a pas été déposée devant le bon médiateur compétent ?,la question ne concerne pas la catégorie Argent,0
676,J'ai été condamné à une peine de prison. Qu’est-ce que la surveillance électronique ?,la question ne concerne pas la catégorie Justice,0
677,Je suis convoqué en justice. Comment vais-je recevoir la décision de justice ?,la question ne concerne pas la catégorie Justice,0
678,Qui le juge peut-il désigner comme médiateur de dettes ?,la question ne concerne pas la catégorie Argent,0
679,"Je suis convoqué en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",la question ne concerne pas la catégorie Justice,0
680,Que se passe-t-il une fois que j’ai effectué ma peine de travail ?,la question ne concerne pas la catégorie Justice,0
681,Que puis-je faire si je ne suis pas d’accord avec la décision du tribunal de police ?,la question ne concerne pas la catégorie Justice,0
682,Qu'est-ce qu'une procédure sommaire d'injonction de payer ?,la question ne concerne pas la catégorie Argent,0
683,Je suis convoqué en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,la question ne concerne pas la catégorie Justice,0
684,Je suis victime d’une infraction. Dans quels cas puis-je porter plainte à la police ?,la question ne concerne pas la catégorie Justice,0
685,Que se passe-t-il si je ne paie pas mon crédit hypothécaire ?,la question ne concerne pas la catégorie Argent,0
686,Que se passe-t-il si l'huissier saisit un meuble qui ne m'appartient pas ?,la question ne concerne pas la catégorie Argent,0
687,J'introduis une demande en justice. Qu'est-ce que le calendrier d'échange de conclusions ?,la question ne concerne pas la catégorie Justice,0
688,Comment faire connaître mes dernières volontés pour mes funérailles ?,la question ne concerne pas la catégorie Argent,0
689,Qu’est-ce qu’un extrait de casier judiciaire (certificat de bonnes vie et moeurs) ?,la question ne concerne pas la catégorie Justice,0
690,A quel moment dois-je payer ma dette ?,la question ne concerne pas la catégorie Argent,0
691,"Mon enfant mineur, en internat dans une école, est-il toujours couvert par mon assurance ?",la question ne concerne pas la catégorie Argent,0
692,Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,la question ne concerne pas la catégorie Argent,0
693,Puis-je invoquer la prescription pour ne pas payer ma dette ?,la question ne concerne pas la catégorie Argent,0
694,Quel est le coût de l'huissier de justice ?,la question ne concerne pas la catégorie Argent,0
695,"Que se passe-t-il si je travaille à temps plein, ou si je suis en incapacité de travail, ou si je suis en surveillance électronique ?",la question ne concerne pas la catégorie Justice,0
696,Comment trouver les adresses et les horaires des bureaux d'aide juridique ?,la question ne concerne pas la catégorie Justice,0
697,"Si je ne paie pas mon crédit à la consommation, peut-on saisir mes revenus ?",la question ne concerne pas la catégorie Argent,0
698,Peut-on me demander de réparer les dégâts matériels causés par la bagarre ?,la question ne concerne pas la catégorie Justice,0
699,Je suis locataire. Dois-je prendre une assurance incendie si je suis locataire à Bruxelles ?,la question ne concerne pas la catégorie Argent,0
700,Quelles démarches effectuer si je cause des dommages ?,la question ne concerne pas la catégorie Argent,0
701,Que faire si je ne m'entends pas avec le médiateur de dettes ?,la question ne concerne pas la catégorie Argent,0
702,Puis-je demander au juge des facilités de paiement ?,la question ne concerne pas la catégorie Argent,0
703,Je suis locataire. Dois-je installer des détecteurs incendie à Bruxelles ?,la question ne concerne pas la catégorie Argent,0
704,Quels recours exercer contre les abus lors d'un recouvrement amiable ?,la question ne concerne pas la catégorie Argent,0
705,Je suis convoqué en justice. Dois-je aller en personne aux audiences ?,la question ne concerne pas la catégorie Justice,0
706,Je suis victime d’une infraction. La police est-elle obligée de donner suite à ma plainte ?,la question ne concerne pas la catégorie Justice,0
707,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans combien de temps le médiateur pour le consommateur me répondra ?,la question ne concerne pas la catégorie Argent,0
708,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. A quelles conditions puis-je déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,0
709,"Si je ne rembourse pas mon crédit hypothécaire, suis-je fiché à la Banque nationale ?",la question ne concerne pas la catégorie Argent,0
710,Mon ami peut-il me poursuivre en justice si je ne le rembourse pas ?,la question ne concerne pas la catégorie Argent,0
711,L'avocat pro deo peut-il me réclamer des honoraires ?,la question ne concerne pas la catégorie Justice,0
712,Suis-je obligé de me présenter à l’audience devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,0
713,Puis-je me présenter seul ou dois-je être accompagné d’un avocat devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,0
714,Qu'est-ce qu'une saisie ?,la question ne concerne pas la catégorie Argent,0
715,Qu’est-ce que je risque si je menace un passant pour qu’il me donne son portefeuille et son gsm ?,la question ne concerne pas la catégorie Justice,0
716,Y a-t-il des frais en cours de procédure ?,la question ne concerne pas la catégorie Justice,0
717,Ai-je droit à l'aide juridique (ex pro deo) si je reçois une aide du CPAS ?,la question ne concerne pas la catégorie Justice,0
718,Le père de mes enfants vient de décéder et ils sont mineurs. Que dois-je faire ?,la question ne concerne pas la catégorie Argent,0
719,Après combien de temps ma dette de crédit à la consommation est-elle prescrite ?,la question ne concerne pas la catégorie Argent,0
720,Ai-je droit à l'aide juridique (ex pro deo) si je suis étranger ?,la question ne concerne pas la catégorie Justice,0
721,Quel est le coût de l'huissier de justice ?,la question ne concerne pas la catégorie Justice,0
722,Quels sont les revenus pris en compte pour l'aide juridique si je vis avec mes enfants ?,la question ne concerne pas la catégorie Justice,0
723,Je suis propriétaire. Mon locataire n'a pas payé sa facture d'eau. Qu'est-ce que je risque en Wallonie ?,la question ne concerne pas la catégorie Argent,0
724,J'ai commis une infraction. Puis-je me faire assister par mon avocat pour l’audition à la police ?,la question ne concerne pas la catégorie Justice,0
725,Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,la question ne concerne pas la catégorie Argent,0
726,Puis-je faire une donation de tous mes biens à ma filleule ?,la question ne concerne pas la catégorie Argent,0
727,Qu’est-ce que la médiation pénale ?,la question ne concerne pas la catégorie Justice,0
728,Le juge peut-il m'accorder un délai de paiement si je ne rembourse pas l'argent prêté ?,la question ne concerne pas la catégorie Argent,0
729,"Si je ne paie plus mon crédit à la consommation, suis-je fiché à la Banque nationale ?",la question ne concerne pas la catégorie Argent,0
730,Je suis témoin d'une infraction. Qu’est-ce que je risque si je ne dis pas la vérité à mon audition à la police en tant que témoin ?,la question ne concerne pas la catégorie Justice,0
731,Peut-on saisir tous mes revenus si je ne paie pas ma contribution alimentaire ?,la question ne concerne pas la catégorie Argent,0
732,Que fait le médiateur de dettes lorsqu'il a été désigné ?,la question ne concerne pas la catégorie Argent,0
733,Que puis-je faire si je ne suis pas d'accord avec le plan ?,la question ne concerne pas la catégorie Argent,0
734,J'introduis une demande en justice. Comment se passe la procédure en appel ?,la question ne concerne pas la catégorie Justice,0
735,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite en Wallonie ?,la question ne concerne pas la catégorie Argent,2
736,Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,la question ne concerne pas la catégorie Justice,2
737,Je me suis porté caution pour une personne endettée qui ne veut pas introduire de RCD. Que puis-je faire ?,la question ne concerne pas la catégorie Argent,2
738,Les créanciers peuvent-ils s'opposer à ce que la personne nommée par le juge soit médiateur de dettes du RCD ?,la question ne concerne pas la catégorie Argent,2
739,Que faire si je me sépare ou si je divorce lors de mon règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,2
740,Puis-je arrêter ma guidance/gestion budgétaire ?,la question ne concerne pas la catégorie Argent,2
741,Quelles tâches vais-je effectuer pour ma peine de travail ?,la question ne concerne pas la catégorie Justice,2
742,Ai-je droit à l'aide juridique (ex pro deo) si je suis détenu ou interné ?,la question ne concerne pas la catégorie Justice,2
743,"Si j'ai commis des erreurs, le juge peut-il m'accorder le règlement collectif de dettes (RCD) ?",la question ne concerne pas la catégorie Argent,2
